Alert,Dates,Time,Lat,Longs,Vehicle,Speed
cas_ldw,01-06-2022,06:05:10,12.87899,80.080324,805,13
cas_ldw,01-06-2022,06:06:41,12.873922,80.078184,805,59
cas_ldw,01-06-2022,06:07:12,12.86711,80.075508,805,58
cas_ldw,01-06-2022,06:07:50,12.855921,80.069229,805,58
cas_ldw,01-06-2022,06:08:17,12.852359,80.066607,805,58
cas_ldw,01-06-2022,06:08:36,12.849964,80.064909,805,58
cas_ldw,01-06-2022,06:09:18,12.845798,80.061731,805,45
cas_ldw,01-06-2022,06:10:17,12.841731,80.057609,805,58
cas_ldw,01-06-2022,06:11:44,12.831583,80.046907,805,58
cas_ldw,01-06-2022,06:12:59,12.822942,80.038928,805,58
cas_ldw,01-06-2022,06:13:23,12.820537,80.037237,805,57
cas_ldw,01-06-2022,06:14:04,12.818145,80.035529,805,57
cas_hmw,01-06-2022,06:14:53,12.815835,80.033858,805,45
cas_ldw,01-06-2022,06:15:07,12.814768,80.033094,805,61
cas_hmw,01-06-2022,06:15:35,12.803876,80.026072,805,58
cas_hmw,01-06-2022,06:15:38,12.803876,80.026072,805,58
cas_ldw,01-06-2022,06:15:58,12.801438,80.02447,805,58
cas_ldw,01-06-2022,06:16:08,12.800221,80.023653,805,56
cas_ldw,01-06-2022,06:16:26,12.797784,80.022085,805,58
cas_hmw,01-06-2022,06:16:37,12.796555,80.021272,805,58
cas_hmw,01-06-2022,06:16:46,12.795046,80.020296,805,0
cas_ldw,01-06-2022,06:17:00,12.793592,80.019323,805,59
cas_ldw,01-06-2022,06:17:27,12.790001,80.017028,805,57
cas_ldw,01-06-2022,06:18:37,12.781964,80.012667,805,58
cas_hmw,01-06-2022,06:18:55,12.779812,80.01172,805,58
cas_hmw,01-06-2022,06:19:10,12.777725,80.010838,805,48
cas_ldw,01-06-2022,06:20:11,12.770133,80.007326,805,46
cas_ldw,01-06-2022,06:20:42,12.766036,80.005408,805,58
cas_ldw,01-06-2022,06:21:03,12.763868,80.004497,805,58
cas_hmw,01-06-2022,06:21:48,12.757137,80.002432,805,58
cas_ldw,01-06-2022,06:22:20,12.753059,80.000121,805,57
cas_ldw,01-06-2022,06:22:40,12.751096,79.998814,805,58
cas_ldw,01-06-2022,06:22:59,12.749247,79.997342,805,58
cas_ldw,01-06-2022,06:23:20,12.74555,79.994405,805,58
cas_ldw,01-06-2022,06:23:26,12.74555,79.994405,805,58
cas_ldw,01-06-2022,06:23:52,12.741998,79.991535,805,58
cas_fcw,01-06-2022,06:26:32,12.724588,79.982251,805,33
cas_ldw,01-06-2022,06:27:01,12.722392,79.981537,805,45
cas_ldw,01-06-2022,06:28:19,12.711256,79.978734,805,58
cas_ldw,01-06-2022,06:28:54,12.709089,79.977492,805,58
cas_hmw,01-06-2022,06:29:02,12.709089,79.977492,805,58
cas_ldw,01-06-2022,06:29:33,12.705469,79.97456,805,58
cas_ldw,01-06-2022,06:29:53,12.701326,79.969416,805,58
cas_hmw,01-06-2022,06:30:21,12.697469,79.9672,805,60
cas_hmw,01-06-2022,06:30:23,12.697469,79.9672,805,60
cas_ldw,01-06-2022,06:30:44,12.693691,79.965188,805,57
cas_hmw,01-06-2022,06:31:59,12.685681,79.959317,805,23
cas_hmw,01-06-2022,06:32:11,12.684891,79.959075,805,21
cas_hmw,01-06-2022,06:32:19,12.684891,79.959075,805,21
cas_ldw,01-06-2022,06:33:01,12.682063,79.958519,805,57
cas_ldw,01-06-2022,06:33:29,12.677238,79.958585,805,58
cas_ldw,01-06-2022,06:33:49,12.672678,79.958665,805,58
cas_ldw,01-06-2022,06:34:26,12.668296,79.958761,805,58
cas_ldw,01-06-2022,06:34:35,12.668296,79.958761,805,58
cas_ldw,01-06-2022,06:34:54,12.664172,79.960529,805,57
cas_ldw,01-06-2022,06:35:10,12.661947,79.961164,805,57
cas_ldw,01-06-2022,06:35:43,12.658153,79.95926,805,59
cas_hmw,01-06-2022,06:36:28,12.655738,79.952993,805,58
cas_ldw,01-06-2022,06:36:49,12.656157,79.950818,805,58
cas_ldw,01-06-2022,06:37:21,12.657324,79.946719,805,44
cas_ldw,01-06-2022,06:37:29,12.657324,79.946719,805,44
cas_ldw,01-06-2022,06:37:51,12.656077,79.941901,805,58
cas_ldw,01-06-2022,06:38:16,12.653916,79.942239,805,58
cas_ldw,01-06-2022,06:38:26,12.651766,79.941969,805,57
cas_hmw,01-06-2022,06:41:23,12.630791,79.931575,805,58
cas_fcw,01-06-2022,06:41:35,12.630791,79.931575,805,58
cas_ldw,01-06-2022,06:42:00,12.628494,79.930584,805,58
cas_ldw,01-06-2022,06:42:58,12.624184,79.928729,805,57
