Alert,Dates,Time,Lat,Longs,Vehicle,Speed
cas_hmw,01-06-2022,10:04:18,12.877598,80.084304,5339,20
cas_ldw,01-06-2022,10:05:27,12.878192,80.082679,5339,45
cas_ldw,01-06-2022,10:05:29,12.878192,80.082679,5339,45
cas_ldw,01-06-2022,10:05:34,12.878592,80.081554,5339,44
cas_hmw,01-06-2022,10:06:56,12.864632,80.074536,5339,43
cas_ldw,01-06-2022,12:01:11,12.853269,80.066929,5339,3
cas_hmw,01-06-2022,12:02:05,12.854437,80.0679,5339,39
cas_ldw,01-06-2022,12:05:08,12.866663,80.07517,5339,0
cas_ldw,01-06-2022,12:10:51,12.884343,80.082014,5339,0
cas_pcw,01-06-2022,12:16:28,12.878925,80.080781,5339,14
cas_hmw,02-06-2022,09:23:28,12.879598,80.080102,5339,26
cas_hmw,02-06-2022,09:23:29,12.879598,80.080102,5339,26
cas_hmw,02-06-2022,09:23:29,12.879598,80.080102,5339,26
cas_hmw,02-06-2022,09:23:32,12.879598,80.080102,5339,26
cas_hmw,02-06-2022,09:23:37,12.879598,80.080102,5339,26
cas_hmw,02-06-2022,09:23:38,12.880265,80.080372,5339,24
cas_ldw,02-06-2022,09:24:58,12.880265,80.080372,5339,24
cas_ldw,02-06-2022,09:25:24,12.88645,80.077169,5339,60
cas_ldw,02-06-2022,09:33:06,12.92985,80.079781,5339,0
cas_ldw,02-06-2022,09:33:28,12.92985,80.079781,5339,0
cas_ldw,02-06-2022,09:33:39,12.929932,80.079814,5339,9
cas_ldw,02-06-2022,09:34:23,12.930152,80.079898,5339,0
cas_ldw,02-06-2022,09:39:23,12.965329,80.089936,5339,50
cas_ldw,02-06-2022,09:40:27,12.983649,80.089364,5339,49
cas_ldw,02-06-2022,09:40:33,12.983649,80.089364,5339,49
cas_ldw,02-06-2022,09:42:14,12.999005,80.087864,5339,57
cas_ldw,02-06-2022,09:42:26,13.001169,80.088691,5339,56
cas_ldw,02-06-2022,09:43:54,13.011027,80.092423,5339,56
cas_ldw,02-06-2022,09:44:29,13.013194,80.093343,5339,58
cas_hmw,02-06-2022,09:48:57,13.040612,80.086286,5339,43
cas_hmw,02-06-2022,09:49:55,13.043992,80.085355,5339,51
cas_hmw,02-06-2022,09:49:56,13.043992,80.085355,5339,51
cas_pcw,02-06-2022,09:52:52,13.050717,80.088955,5339,40
cas_ldw,04-06-2022,11:47:46,13.056,80.118032,5339,37
cas_ldw,04-06-2022,11:47:54,13.056,80.118032,5339,37
cas_hmw,04-06-2022,11:51:15,13.056,80.118032,5339,37
cas_hmw,04-06-2022,11:51:44,13.056,80.118032,5339,37
cas_hmw,04-06-2022,11:51:46,13.056,80.118032,5339,37
cas_hmw,04-06-2022,11:52:07,13.054751,80.123746,5339,4
cas_hmw,04-06-2022,11:57:19,13.056509,80.098002,5339,0
cas_ldw,04-06-2022,11:58:08,13.056097,80.094849,5339,33
cas_hmw,04-06-2022,12:00:31,13.050419,80.088975,5339,41
cas_hmw,04-06-2022,12:00:33,13.049045,80.087668,5339,45
cas_ldw,04-06-2022,12:00:44,13.049045,80.087668,5339,45
cas_ldw,04-06-2022,12:00:59,13.048769,80.085685,5339,46
cas_ldw,04-06-2022,12:01:09,13.048309,80.084022,5339,38
cas_ldw,04-06-2022,12:02:08,13.046715,80.083368,5339,18
cas_hmw,04-06-2022,12:04:07,13.064102,80.07554,5339,36
cas_ldw,04-06-2022,12:04:18,13.064102,80.07554,5339,36
cas_hmw,11-06-2022,17:18:02,13.051527,80.089552,5339,41
cas_hmw,11-06-2022,17:18:25,13.049534,80.088396,5339,47
cas_hmw,11-06-2022,17:24:49,13.019227,80.094536,5339,40
cas_hmw,11-06-2022,17:24:57,13.017601,80.095025,5339,41
cas_hmw,11-06-2022,17:24:59,13.017601,80.095025,5339,41
cas_hmw,11-06-2022,17:25:02,13.017601,80.095025,5339,41
cas_ldw,11-06-2022,17:30:11,12.974574,80.090023,5339,52
cas_ldw,11-06-2022,17:30:46,12.970081,80.090165,5339,59
cas_ldw,11-06-2022,17:34:46,12.936181,80.082471,5339,59
cas_ldw,11-06-2022,17:39:06,12.911641,80.074163,5339,58
cas_hmw,11-06-2022,17:39:10,12.911641,80.074163,5339,58
cas_ldw,11-06-2022,17:39:59,12.916064,80.075611,5339,58
cas_ldw,11-06-2022,17:40:39,12.900845,80.071046,5339,58
cas_ldw,11-06-2022,17:40:49,12.898522,80.070702,5339,57
cas_ldw,11-06-2022,17:41:02,12.896038,80.070744,5339,58
cas_ldw,11-06-2022,17:41:52,12.889427,80.072135,5339,57
cas_ldw,11-06-2022,17:42:09,12.887965,80.073954,5339,57
cas_hmw,11-06-2022,17:43:01,12.885789,80.080547,5339,52
cas_ldw,14-06-2022,10:27:44,12.878264,80.082521,5339,62
cas_ldw,14-06-2022,10:30:00,12.881113,80.080721,5339,46
cas_ldw,14-06-2022,10:30:13,12.882415,80.081176,5339,59
cas_ldw,14-06-2022,10:30:40,12.885672,80.079986,5339,61
cas_ldw,14-06-2022,10:31:02,12.886609,80.076814,5339,65
cas_ldw,14-06-2022,10:32:53,12.8995,80.070382,5339,59
cas_ldw,14-06-2022,10:33:13,12.902342,80.070956,5339,57
cas_ldw,14-06-2022,10:33:49,12.907932,80.072562,5339,58
cas_ldw,14-06-2022,10:34:57,12.916118,80.075188,5339,58
cas_ldw,14-06-2022,10:41:29,12.945704,80.085615,5339,57
cas_ldw,14-06-2022,12:40:00,12.940834,80.084221,5339,50
cas_ldw,14-06-2022,12:44:27,12.911738,80.074176,5339,58
cas_ldw,14-06-2022,12:45:30,12.903331,80.071585,5339,58
cas_ldw,14-06-2022,12:45:47,12.900477,80.07097,5339,58
cas_ldw,14-06-2022,12:46:19,12.896107,80.070747,5339,57
cas_ldw,14-06-2022,12:46:23,12.896107,80.070747,5339,57
cas_ldw,14-06-2022,12:46:39,12.893199,80.070793,5339,58
cas_ldw,14-06-2022,12:46:49,12.893199,80.070793,5339,58
cas_ldw,14-06-2022,12:47:32,12.887564,80.07493,5339,58
cas_ldw,14-06-2022,12:47:42,12.887098,80.076352,5339,58
cas_ldw,14-06-2022,12:47:53,12.886644,80.07777,5339,58
